fhCentralized CHAOS Engine. Type help for menu
CCHAOS:K_CC_04Q.xml
StreamSinkOperatorDemo
  MultiQAggCCOperator
    StreamSourceOperator

------------- Memory Information -------------
Time: 0
Max memory: 885.375MB
Used memory: 3.445MB
----------------------------------------------
StreamEngineExecutor: Started
StreamStatisticExecutor: Started
ExecTime	TuplesPrcss	QueryID	Result
StreamGeneratorExecutor: Started
StreamStatisticExecutor: Started
CCHAOS:ExecTime	TuplesPrcss	QueryID	Result
0		7		1		0
0		7		3		0
0		7		4		0
0		8		2		0
0		13		1		0
0		13		3		0
0		13		4		0
0		16		2		0
0		21		2		0
0		22		1		1
0		22		3		0
0		22		4		0
0		27		1		3
0		27		3		0
0		27		4		0
0		32		2		0
0		33		1		12
0		33		3		4
0		33		4		8
0		40		2		10
0		44		2		20
0		45		1		109
0		45		3		72
0		45		4		48
0		53		1		287
0		53		3		200
0		53		4		176
0		54		2		111
0		58		1		605
0		58		3		456
0		58		4		513
0		63		2		415
0		65		2		719
0		70		1		923
0		70		3		712
0		70		4		850
0		75		2		3079
0		79		1		2841
0		79		3		2870
0		79		4		3614
0		84		1		4759
0		84		3		5028
0		84		4		6378
0		85		2		7003
0		89		2		10927
0		95		1		14022
0		95		3		15079
0		95		4		14916
0		100		2		17945
0		102		1		30543
0		102		3		32496
0		102		4		30913
1		106		1		54322
2		106		3		57279
3		106		4		54369
4		111		2		43875
5		115		2		69805
5		116		1		78101
5		116		3		82062
5		116		4		77825
5		123		2		124411
5		127		1		146501
5		127		3		148175
5		127		4		136279
6		131		2		179017
6		136		1		242427
6		136		3		239743
7		136		4		228168
7		137		2		266475
7		142		1		338353
7		142		3		331311
8		142		4		320057
8		148		1		493635
9		148		3		478478
10		148		4		462265
10		151		2		435725
10		155		2		674455
10		159		1		834952
10		159		3		800986
10		159		4		768297
10		164		1		1176269
10		164		3		1123494
10		164		4		1074329
11		165		2		913185
12		173		1		1836045
13		173		3		1746695
14		173		4		1633975
14		176		2		1399963
15		177		2		1886741
15		181		1		2673381
15		181		3		2537571
16		181		4		2405130
16		186		1		3510717
16		186		3		3328447
16		186		4		3176285
17		188		2		2585183
17		194		1		4570996
18		194		3		4329600
19		194		4		4224462
19		199		2		3902664
20		201		1		5984529
21		201		3		5662592
22		201		4		5615174
23		205		2		3653489
23		211		1		5834384
23		211		3		3862194
23		211		4		4004451
23		213		2		5295507
23		217		2		5272637
23		219		1		4123244
23		219		3		3951968
23		219		4		5386135
23		225		2		5207984
23		229		1		3959986
23		229		3		3724169
23		229		4		5016355
23		234		2		5215495
23		240		1		4004729
23		240		3		4169958
23		240		4		3678332
23		244		1		5695516
23		244		3		5897871
23		244		4		3845641
23		247		2		4267738
24		250		2		4015159
24		253		1		4097065
24		253		3		3990226
24		253		4		5022966
24		262		1		4022001
25		262		3		3966950
26		262		4		5433417
26		264		2		4098025
26		266		1		3967307
26		266		3		5152253
26		266		4		5514005
26		269		2		5397895
26		277		1		3572105
26		277		3		4658680
26		277		4		3596754
26		279		2		4300467
26		282		1		3274859
26		282		3		4742236
26		282		4		4831758
26		283		2		6017096
26		292		2		4230963
26		296		1		3663903
26		296		3		3353255
26		296		4		3823508
26		298		1		5248732
26		298		3		4835923
26		298		4		5375134
26		303		2		4151255
26		306		2		3979801
26		311		1		3883790
26		311		3		5084026
26		311		4		4292875
26		313		1		5024698
26		313		3		3575296
26		313		4		5517382
26		316		2		5131951
27		323		2		5203347
27		325		1		3361031
27		325		3		4737113
27		325		4		4015163
27		329		2		4954873
27		336		1		3644706
27		336		3		4037719
27		336		4		4024749
28		337		2		4650621
28		341		1		3943611
28		341		3		4112702
28		341		4		3859072
28		351		2		5109813
28		352		1		3922595
28		352		3		4158707
28		352		4		3607415
29		356		2		5124451
29		360		1		3829006
29		360		3		4502504
30		360		4		3813686
30		362		1		4976339
30		362		3		4143845
30		362		4		3339801
30		364		2		5107721
30		370		2		5032389
31		373		1		3464310
32		373		3		3858923
33		373		4		4486142
33		378		1		4645996
33		378		3		5164166
33		378		4		4568193
34		382		2		3199808
34		391		1		3863954
34		391		3		3953263
34		391		4		4947728
34		392		2		3257664
34		399		1		3870538
34		399		3		4402627
34		399		4		5305249
34		400		2		3351662
34		405		1		5418310
35		405		3		4444982
36		405		4		3840943
36		406		2		4368749
36		409		1		5249017
36		409		3		5737501
36		409		4		4994767
36		411		2		4542015
36		418		2		4415050
36		424		1		3824855
40		424		3		4676600
44		424		4		3727853
45		427		1		5043067
46		427		3		4388729
47		427		4		4789361
47		432		2		3640038
47		433		2		4743941
47		437		1		4162380
47		437		3		4275913
47		437		4		4977210
48		441		1		5380504
49		441		3		5518541
50		441		4		4771733
50		447		2		3271509
51		450		1		4964149
52		450		3		3907429
53		450		4		4667118
53		455		2		4628521
53		457		2		4596268
53		459		1		3564354
53		459		3		3954876
53		459		4		4693522
53		468		2		3188611
53		472		1		4071980
53		472		3		4193717
53		472		4		3385833
53		478		1		4161501
53		478		3		4370958
53		478		4		3316461
53		480		2		3494267
53		482		1		3808650
53		482		3		5754897
54		482		4		4394951
54		486		2		3829003
54		490		2		4977455
54		494		1		5538028
54		494		3		4477509
54		494		4		3580182
54		503		1		4249998
54		503		3		4720283
54		503		4		5126420
54		504		2		3530107
54		506		2		4601288
54		508		1		3785588
54		508		3		6171633
54		508		4		3642402
54		515		2		4359766
54		520		1		4022872
54		520		3		4994451
54		520		4		3916173
55		524		2		4535637
55		525		1		5581490
55		525		3		5009025
55		525		4		3799938
55		530		2		5236813
55		534		1		4246796
55		534		3		4935213
55		534		4		4010598
55		538		2		3619369
55		540		1		4171372
55		540		3		4461389
55		540		4		5175003
55		545		2		4965129
55		550		1		4072218
56		550		3		4233048
57		550		4		4206313
57		555		2		5171564
57		559		1		4327568
58		559		3		4029146
59		559		4		4101627
59		565		2		5237498
59		566		1		3935164
59		566		3		3534890
59		566		4		5310641
59		570		1		5464620
59		570		3		4968551
59		570		4		5605238
59		572		2		5218444
59		580		2		4379930
59		583		1		4207782
59		583		3		3516451
60		583		4		4542544
60		586		1		5716976
60		586		3		4854719
60		586		4		4452548
60		587		2		4108156
60		593		2		5413997
60		595		1		5201847
60		595		3		4560668
60		595		4		4045487
60		602		1		4764849
60		602		3		4464274
60		602		4		3766504
60		603		2		3521019
60		614		2		4738290
60		616		1		3493266
60		616		3		3375824
60		616		4		4224467
60		620		1		4636501
60		620		3		4471910
60		620		4		5581310
60		621		2		3519695
60		626		1		3372626
60		626		3		3185902
60		626		4		5812285
60		630		2		3767525
60		636		2		3583687
60		638		1		4988101
60		638		3		3626708
61		638		4		4523866
61		647		2		3805758
61		648		1		4006277
61		648		3		3701726
62		648		4		4770102
62		652		2		3820799
62		654		1		4075736
62		654		3		3735631
62		654		4		4842849
62		657		1		5336071
62		657		3		4902040
62		657		4		6235530
62		663		2		4315536
62		665		1		5370925
62		665		3		4884184
62		665		4		5812342
62		668		2		6040330
62		674		2		5712672
62		675		1		5421324
62		675		3		3601126
62		675		4		3429759
62		685		2		4493388
62		688		1		3857150
62		688		3		4109479
62		688		4		3551866
63		690		2		6201025
63		692		1		3899117
63		692		3		3954866
63		692		4		4672271
63		697		1		5239049
63		697		3		5276865
64		697		4		4505175
64		704		2		4542890
65		707		1		4861513
66		707		3		3534909
67		707		4		4409508
67		709		2		4893740
67		713		2		6241697
67		720		1		4059821
67		720		3		3601084
67		720		4		3444095
67		725		1		5368854
68		725		3		3254359
69		725		4		4603115
69		726		2		4596757
69		729		2		5942479
69		733		1		4132040
70		733		3		4786278
71		733		4		3727051
71		740		1		5468286
71		740		3		3278253
71		740		4		4916233
72		742		2		6011143
72		750		2		4767723
72		752		1		4474794
72		752		3		3583617
72		752		4		3570133
72		756		1		4064856
72		756		3		4728009
72		756		4		4690099
72		759		2		4647625
72		763		2		5938001
72		767		1		3936855
72		767		3		5158052
72		767		4		3892639
72		774		1		3844934
72		774		3		3809815
72		774		4		3627136
72		775		2		4371617
72		779		1		3443799
72		779		3		5110434
72		779		4		4843507
72		783		2		4121672
72		789		2		3868721
72		791		1		3446746
72		791		3		3798250
72		791		4		3477166
73		793		1		4700506
74		793		3		5178659
75		793		4		4740124
75		795		2		4997255
75		801		1		4811364
76		801		3		5434487
77		801		4		4854993
77		802		2		4854908
77		810		2		3410195
77		816		1		4157189
77		816		3		4047468
77		816		4		3769693
77		817		1		3923072
77		817		3		5384016
77		817		4		4986551
78		818		2		4608179
78		826		2		4949578
78		829		1		3689213
78		829		3		5092597
78		829		4		3665449
78		834		1		4883382
78		834		3		3574371
78		834		4		4905202
78		839		2		3793876
78		843		2		3639096
78		848		1		3549186
79		848		3		3932781
80		848		4		3538078
80		852		2		3113750
80		856		1		3899295
80		856		3		3862597
80		856		4		3904776
80		858		2		4112239
80		859		1		5083145
81		859		3		3874349
82		859		4		5127813
82		866		2		3937287
82		868		1		3335212
82		868		3		5107863
82		868		4		3229577
82		875		1		4800313
82		875		3		3980324
83		875		4		4610810
